Question,Answer
"1. What is the definition of ""joint holders"" or ""joint occupants"" according to the Maharashtra Land Revenue Code, 1966?","According to the Maharashtra Land Revenue Code, 1966, ""joint holders"" or ""joint occupants"" means holders or occupants who hold land as co-sharers, whether as co-shares in any family undivided according to Hindu law or otherwise, and whose shares are not divided by metes and bounds."
"2. How is ""land"" defined in the Maharashtra Land Revenue Code, 1966?","In the Maharashtra Land Revenue Code, 1966, ""land"" is defined as including benefits arising from the land, things attached to the earth, shares in or charges on revenue or rent of villages, or other defined portions of territory."
"3. What does the term ""landlord"" refer to in the context of the Maharashtra Land Revenue Code, 1966?","In the context of the Maharashtra Land Revenue Code, 1966, the term ""landlord"" refers to a lessor."
"4. What is included in the term ""land records"" as per the Maharashtra Land Revenue Code, 1966?","As per the Maharashtra Land Revenue Code, 1966, ""land records"" include records maintained under the provisions of, or for the purposes of, this Code. This also includes a copy of maps and plans or a final town planning scheme, improvement scheme, or a scheme of consolidation of holdings which has come into force in any area under any law in force in the State and forwarded to any revenue or survey officer under such law or otherwise."
"5. How is ""land revenue"" defined in the Maharashtra Land Revenue Code, 1966?","In the Maharashtra Land Revenue Code, 1966, ""land revenue"" is defined as all sums and payments, in money received or legally claimable by or on behalf of the State Government from any person on account of any land or interest in or right exercisable over land held by or vested in him, under whatever designation such sum may be payable. It also includes any cess or rate authorized by the State Government under the provisions of any law for the time being in force."
"6. What is the meaning of ""legal practitioner"" as per the Maharashtra Land Revenue Code, 1966?","As per the Maharashtra Land Revenue Code, 1966, the term ""legal practitioner"" has the meaning assigned to it in the Advocates Act, 1961."
"7. What is the definition of ""non-agricultural assessment"" in the Maharashtra Land Revenue Code, 1966?","In the Maharashtra Land Revenue Code, 1966, ""non-agricultural assessment"" means the assessment fixed on any land under the provisions of this Code or rules thereunder with reference to the use of the land for a non-agricultural purpose."
"8. Who is considered an ""occupant"" according to the Maharashtra Land Revenue Code, 1966?","According to the Maharashtra Land Revenue Code, 1966, an ""occupant"" is defined as a holder in actual possession of unalienated land, other than a tenant or Government lessee. If a holder in actual possession is a tenant, the land holder or the superior landlord, as the case may be, shall be deemed to be the occupant."
"9. What does ""occupation"" refer to in the context of the Maharashtra Land Revenue Code, 1966?","In the context of the Maharashtra Land Revenue Code, 1966, ""occupation"" refers to possession."
"10. What is the definition of ""pardi land"" as per the Maharashtra Land Revenue Code, 1966?","The definition of ""pardi land"" as per the Maharashtra Land Revenue Code, 1966 is: ""a cultivated land appertaining to a house within a village site."""
