Question,Answer
"1. What happens to cases and proceedings pending before the Divisional Commissioner on the day immediately preceding the coming into force of the Maharashtra Land Revenue Code (Second Amendment) Act, 2007?","All cases and proceedings pending before the Divisional Commissioner on the day immediately preceding the coming into force of the Maharashtra Land Revenue Code (Second Amendment) Act, 2007, shall be transferred to the Maharashtra Revenue Tribunal and disposed of by the Tribunal under the provisions of the said Code or the relevant Act."
"2. How are cases and proceedings transferred and disposed of after the revival of the Maharashtra Revenue Tribunal by the Maharashtra Land Revenue Code (Second Amendment) Act, 2007?","After the revival of the Maharashtra Revenue Tribunal by the Maharashtra Land Revenue Code (Second Amendment) Act, 2007, all cases and proceedings pending before the Divisional Commissioner on the day immediately preceding the coming into force of the said Act shall be transferred to the Maharashtra Revenue Tribunal. These cases and proceedings will then be disposed of by the Tribunal under the provisions of the Maharashtra Land Revenue Code or the relevant Act."
"3. What is the significance of the Schedule appended to the Maharashtra Land Revenue Code (Second Amendment) Act, 2007?","The Schedule appended to the Maharashtra Land Revenue Code (Second Amendment) Act, 2007 lists various Revenue Acts, Tenancy Acts, Ceiling on Holdings Act, Tenure Abolition Acts, and Other Acts. The significance of this Schedule is that it specifies the enactments where references to the Maharashtra Revenue Tribunal are to be made instead of the Divisional Commissioner, as per the provisions of the Act. This helps in the transfer of pending cases and proceedings to the Maharashtra Revenue Tribunal for disposal under the relevant provisions of the Maharashtra Land Revenue Code or other relevant Acts."
"4. Which Acts are included in the Schedule appended to the Maharashtra Land Revenue Code (Second Amendment) Act, 2007 related to Revenue Acts?","The Acts related to Revenue Acts included in the Schedule appended to the Maharashtra Land Revenue Code (Second Amendment) Act, 2007 are:

1. The Hyderabad Court of Wards Act.
2. The Hyderabad Stamp Act."
"5. Which Acts are included in the Schedule appended to the Maharashtra Land Revenue Code (Second Amendment) Act, 2007 related to Tenancy Acts?","The Acts related to Tenancy included in the Schedule appended to the Maharashtra Land Revenue Code (Second Amendment) Act, 2007 are:

1. The Bombay Tenancy and Agricultural Lands Act, 1948.
2. The Hyderabad Tenancy and Agricultural Lands Act, 1950.
3. The Bombay Tenancy and Agricultural Lands (Vidarbha Region) Act, 1958."
"6. Which Acts are included in the Schedule appended to the Maharashtra Land Revenue Code (Second Amendment) Act, 2007 related to Ceiling on Holdings Act?","The Acts related to the Ceiling on Holdings Act included in the Schedule appended to the Maharashtra Land Revenue Code (Second Amendment) Act, 2007 are:

- The Maharashtra Agricultural Lands (Ceiling on Holdings) Act, 1961."
"7. Which Acts are included in the Schedule appended to the Maharashtra Land Revenue Code (Second Amendment) Act, 2007 related to Tenure Abolition Acts?","The Acts related to Tenure Abolition included in the Schedule appended to the Maharashtra Land Revenue Code (Second Amendment) Act, 2007 are:

- The Bombay Khoti Abolition Act, 1949.
- The Bombay Pargana and Kulkarni Watan (Abolition) Act, 1950.
- The Salsette Estates (Land Revenue Exemption Abolition) Act, 1951.
- The Bombay Personal Inams Abolition Act, 1952.
- The Bombay Merged Territories (Janjira and Bhor) Khoti Tenure Abolition Act, 1953.
- The Bombay Kauli and Katuban Tenures Abolition Act, 1953.
- The Bombay Merged Territories and Area (Jagirs Abolition) Act, 1953.
- The Bombay Service Inams Useful to Community Abolition Act, 1953.
- The Bombay Land Tenure Abolition (Amendment) Act, 1953.
- The Bombay Bhil Naik Inams Abolition Act, 1955.
- The Bombay Merged Territories Miscellaneous Alienations Act, 1955.
- The Bombay Shetgi Watan Rights (Ratnagiri) Abolition Act, 1956.
- The Bombay Inferior Village Watans Abolition Act, 1958."
"8. Which Acts are included in the Schedule appended to the Maharashtra Land Revenue Code (Second Amendment) Act, 2007 related to Other Acts?","The Acts related to Other Acts included in the Schedule appended to the Maharashtra Land Revenue Code (Second Amendment) Act, 2007 are:

1. The Bombay Public Trusts Act, 1950.
2. The Bombay Hereditary Offices Act, 1874.
3. The Maharashtra Restoration of Lands to Scheduled Tribes Act, 1974.
4. The Maharashtra Private Forest (Acquisition) Act, 1975."
"9. How are references to the Maharashtra Revenue Tribunal handled in various enactments, rules, regulations, bye-laws, notifications, orders, or instruments after the revival of the Tribunal?","After the revival of the Maharashtra Revenue Tribunal, references to the Tribunal in any enactments specified in the Schedule appended to the Maharashtra Land Revenue Code (Second Amendment) Act, 2007, as well as any such references in rules, regulations, bye-laws, notifications, orders issued under any of these enactments, or in any instrument that was to be construed as the Divisional Commissioner by virtue of the provisions of section 14 of the Maharashtra Land Revenue Code (Amendment) Act, 2002, shall now be referred to as the Maharashtra Revenue Tribunal."
"10. What is the Maharashtra Land Revenue Code (Second Amendment) Act, 2007's provision regarding the construction of references to the Divisional Commissioner?","The Maharashtra Land Revenue Code (Second Amendment) Act, 2007 states that any reference to the Divisional Commissioner in any enactment specified in the Schedule appended to the Act, as well as any such reference in rules, regulations, bye-laws, notifications, orders issued under any of these enactments, or in any instrument, shall now be referred to as the Maharashtra Revenue Tribunal."
