Question,Answer
 What is the Maharashtra Land Revenue Code of 1966 and what is its purpose?,"The Maharashtra Land Revenue Code of 1966 is a legal document that outlines the rules and regulations related to land revenue in the state of Maharashtra, India. Its purpose is to govern the collection of land revenue, the sale of properties in case of default, the application of sale proceeds, and various other aspects related to land revenue management in the state."
" How are the proceeds of a sale of movable property under the Maharashtra Land Revenue Code, 1966 to be applied?","When any sale of movable property under the Maharashtra Land Revenue Code, 1966 has become absolute, the proceeds of the sale are to be applied in the following manner:
1. Defraying the expenses of the sale.
2. Paying any arrears due by the defaulter at the date of the confirmation of the sale, which are recoverable as an arrear of land revenue.
3. Paying any other sum recoverable from the defaulter as an arrear of land revenue and notified to the Collector before the confirmation of the sale.
4. Any surplus remaining after the above payments shall be paid to the person whose property has been sold."
" What expenses are to be covered by the proceeds of a sale of immovable property under the Maharashtra Land Revenue Code, 1966?","The proceeds of a sale of immovable property under the Maharashtra Land Revenue Code, 1966 are to be applied to defraying the expenses of the sale, paying any arrears due by the defaulter at the date of confirmation of the sale, and any other sum recoverable from the defaulter as an arrear of land revenue. Any surplus remaining after covering these expenses and payments is to be paid to the person whose property has been sold."
" Who is entitled to receive any surplus from the sale of property under the Maharashtra Land Revenue Code, 1966?","The surplus from the sale of property under the Maharashtra Land Revenue Code, 1966 is to be paid to the person whose property has been sold."
 Under what circumstances can the surplus from a sale of property be paid to a creditor of the person whose property has been sold?,The surplus from a sale of property can only be paid to a creditor of the person whose property has been sold under an order of a civil court.
 What is the liability of the purchaser named in the certificate of title for land revenue due in respect of the land prior to the date of the sale?,The person named in the certificate of title as the purchaser is not liable for land revenue due in respect of the land for any period previous to the date of the sale.
" How is the vesting of immoveable property determined when sold under the provisions of the Maharashtra Land Revenue Code, 1966?","When immoveable property is sold under the provisions of the Maharashtra Land Revenue Code, 1966, the property is deemed to have vested in the purchaser on the date when the property is sold, not on the date when the sale was confirmed."
" What procedure is to be followed if a third person claims ownership of property attached or proceeded against under the Maharashtra Land Revenue Code, 1966?","If a third person claims ownership of property attached or proceeded against under the Maharashtra Land Revenue Code, 1966, the Collector may conduct a formal inquiry after giving reasonable notice to admit or reject the claim. The person against whom an order is made by the Collector can then, within one year from the date of the order, institute a suit to establish the right they claim to the property. However, the order made by the Collector will be conclusive, subject to the result of such a suit."
" What restrictions are placed on officers or other persons involved in sales under the Maharashtra Land Revenue Code, 1966 in relation to bidding or acquiring interests in the property sold?","Under the Maharashtra Land Revenue Code, 1966, officers or other persons involved in sales are restricted from directly or indirectly bidding for, acquiring, or attempting to acquire any interest in the property sold. This prohibition is outlined in section 219 of the Code."
" In what circumstances can a subordinate of the Collector be authorized to purchase property on behalf of the State Government at a sale, and what conditions apply to such a purchase?","A subordinate of the Collector can be authorized to purchase property on behalf of the State Government at a sale when there are no bidders or the bids made are inadequate or nominal. In such circumstances, the Collector can authorize a subordinate to make a bid on behalf of the State Government. However, if the property purchased by the State Government is subsequently sold within twelve years of the purchase, certain amounts, including dues and interest, will be recovered from the sale proceeds, and any surplus will be paid to the person whose property was sold."
